"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Wander Franco","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".229",".287",".516",".223","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828125"
"Jhonny Bethencourt","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".246",".262",".508",".224","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa871485"
"Walter Ibarra","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".249",".260",".509",".225","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa314143"
"Daniel Brito","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".245",".275",".520",".228","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872732"
"Francisco Rivera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".269",".316",".586",".254","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa452248"
"Johnny Adams","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".230",".258",".488",".214","","27","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa873596"
"Anthony Jimenez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".255",".304",".559",".242","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa826672"
"Casey Golden","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".265",".361",".626",".267","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa873997"
"Shane Matheny","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".243",".262",".505",".223","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004780"
"Kyle Marinconz","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".251",".271",".523",".230","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007638"
"Delvin Zinn","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".247",".270",".517",".226","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875884"
"Buddy Kennedy","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".243",".282",".526",".229","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004617"
"Ethan Skender","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".230",".284",".514",".223","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010268"
"Nick Ames","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".253",".335",".588",".251","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006919"
"Ricardo Serrano","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".238",".280",".518",".225","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa508489"
"Ruben Cardenas","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".241",".297",".538",".232","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007505"
"Kameron Misner","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".177",".233",".264",".497",".219","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011656"
"Ulrich Bojarski","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".241",".322",".562",".240","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004381"
"Luke Heyer","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".225",".284",".509",".220","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007042"
"Eric Gonzalez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".218",".243",".461",".203","","19","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa831146"
"John Rave","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".235",".272",".508",".222","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918890"
"Ripken Reyes","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".239",".270",".508",".222","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010159"
"Carlos Narvaez","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".216",".234",".450",".199","","17","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa916966"
"Jesse Berardi","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".239",".273",".512",".223","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829838"
"Jonathan Ornelas","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".242",".265",".507",".223","","24","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006909"
"Jordan Diaz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".219",".273",".492",".212","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003221"
"Alan Sanchez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".257",".303",".559",".242","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa545731"
"Angel Lopez Alvarez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".215",".245",".461",".203","","16","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004167"
"John Sansone","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".177",".234",".274",".507",".222","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa659304"
"Nick Horvath","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".237",".267",".504",".222","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008186"
"Wilmer Perez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".220",".261",".481",".209","","21","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002634"
"Cole Roederer","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".236",".278",".514",".225","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008184"
"Nick Plummer","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".174",".261",".278",".539",".240","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa874684"
"Johnny Aiello","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".224",".277",".501",".218","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007012"
"Ronny Mauricio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".226",".256",".482",".209","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006887"
"Kevonte Mitchell","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".249",".306",".555",".241","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829059"
"Eduardo Diaz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".254",".318",".572",".246","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917182"
"Wuilmer Becerra","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".258",".290",".549",".240","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa659205"
"Josh Stowers","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".256",".278",".534",".236","","42","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007010"
"Yasel Antuna","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".236",".264",".500",".219","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa962601"
"Jhailyn Ortiz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".242",".328",".569",".244","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa920180"
"Ryne Ogren","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".239",".254",".492",".218","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006726"
"Sergio Perez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".258",".301",".559",".241","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa508059"
"Chris Hess","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".232",".276",".508",".222","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002877"
"Frank Diaz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".255",".307",".562",".244","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa200361"
"Jett Manning","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".229",".253",".482",".212","","25","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008409"
"Alfredo Angarita","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".247",".251",".497",".221","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917326"
"Zac Taylor","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".230",".288",".518",".224","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010391"
"Tyler Frost","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".238",".303",".541",".234","","42","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa915857"
"Tyler Durna","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".266",".320",".586",".253","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007879"
"Alex McKenna","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".222",".263",".484",".212","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008003"
"Jesus Navarro","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".243",".258",".501",".221","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872468"
"Jake Yacinich","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".238",".266",".504",".221","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829135"
"Jose Luna","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".231",".279",".510",".221","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa688550"
"Matt Winaker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".255",".280",".535",".236","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004506"
"Triston Casas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".257",".332",".589",".253","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007634"
"Brandon Riley","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".240",".260",".500",".221","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007972"
"AJ Graffanino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".234",".265",".499",".218","","27","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008030"
"Dillon Paulson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".257",".312",".569",".248","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007007"
"Eduardo Santos","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".216",".240",".456",".201","","18","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa592344"
"Hunter Stovall","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".264",".300",".565",".246","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008181"
"Alejandro Juvier","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".240",".263",".503",".221","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829317"
"Leonel Valera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".228",".246",".473",".209","","27","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917320"
"Wagner Lagrange","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".249",".293",".542",".236","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875875"
"Shane Billings","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".252",".303",".555",".239","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918292"
"Niko Decolati","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".253",".317",".570",".246","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006670"
"Alejandro Rivero","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".235",".244",".479",".213","","26","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa592345"
"Will Banfield","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".206",".246",".452",".197","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007973"
"Rayneldy Rosario","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".232",".275",".507",".221","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa916704"
"Jonatan Machado","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".232",".274",".506",".220","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa924310"
"Tate Blackman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".174",".241",".255",".496",".221","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829257"
"LJ Talley","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".226",".272",".498",".216","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1169773"
"Christian Williams","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".256",".323",".579",".250","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829560"
"Andres Angulo","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".213",".244",".458",".200","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872806"
"Bruce Yari","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".272",".292",".564",".250","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918522"
"Cole Daily","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".250",".266",".516",".227","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006713"
"Louis Boyd","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".232",".244",".477",".211","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004038"
"Ricardo Rodriguez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".223",".248",".471",".207","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa877334"
"Richie Fecteau","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".230",".277",".507",".220","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827319"
"Kurt Hoekstra","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".245",".268",".513",".226","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875296"
"Daniel Jimenez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".248",".306",".554",".239","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa736876"
"Jordan Rodgers","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".230",".280",".510",".220","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002874"
"Tirso Ornelas","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".258",".285",".543",".239","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004048"
"Anthony Pereira","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".236",".266",".502",".220","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa826663"
"Justin Lopez","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".220",".266",".486",".211","","27","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002670"
"Rob Henry","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".261",".273",".534",".238","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa915595"
"Sean Roby","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".230",".274",".504",".219","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007788"
"Manny Rodriguez","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".228",".238",".466",".207","","27","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006678"
"Steve Carrillo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".237",".237",".474",".213","","26","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa922596"
"Jair Camargo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".209",".244",".453",".198","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917333"
"Jesus Lopez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".231",".277",".507",".220","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa830306"
"Wilkerman Garcia","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".232",".266",".498",".216","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872548"
"Tristan Pompey","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".256",".272",".529",".234","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008077"
"Rusber Estrada","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".223",".242",".465",".206","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007077"
"Gunnar Schubert","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".242",".254",".496",".220","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007080"
"Raul Siri","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".239",".258",".497",".220","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828166"
"Brayan Rocchio","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".225",".259",".484",".211","","22","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005898"
"Micah Johnson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".266",".296",".562",".246","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","13809"
"Armond Upshaw","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".249",".259",".508",".226","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918220"
"KJ Harrison","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".265",".324",".589",".255","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829382"
"Carlos Sanchez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".171",".215",".239",".454",".200","","17","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa736845"
