"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","playerid"
"Carlos Torres","","0","0","4.99","0","1","0","1.0","1","1","0","1","0","1.49","6.99","3.88","5.03","0.0","0.0","7624"
"Bailey Clark","","0","0","4.76","0","1","0","1.0","1","1","0","1","1","1.54","8.42","5.03","4.83","0.0","0.0","sa857562"
"Joshua Uhen","MIL","0","0","4.66","0","1","0","1.0","1","1","0","1","1","1.53","9.21","5.38","4.77","0.0","0.0","sa737825"
"Jonathan Cheshire","MIN","0","0","4.74","0","1","0","1.0","1","1","0","1","0","1.49","7.27","4.05","4.78","0.0","0.0","sa3004362"
"Chris Beck","","0","0","4.95","0","1","0","1.0","1","1","0","1","0","1.52","7.60","4.38","5.00","0.0","0.0","13418"
"Tim Peterson","LAA","0","0","4.76","0","1","0","1.0","1","1","0","1","0","1.36","8.16","3.36","4.98","0.0","0.0","13946"
"Nick Howard","CIN","0","0","4.77","0","1","0","1.0","1","1","0","1","1","1.53","8.89","4.95","4.81","0.0","0.0","sa827196"
"Dereck Rodriguez","COL","0","0","5.35","0","2","0","2.0","2","1","0","2","1","1.48","7.93","3.12","4.88","0.0","0.0","14509"
"Phil Hughes","","0","0","5.02","0","1","0","1.0","1","1","0","1","0","1.38","7.47","2.80","5.00","0.0","0.0","7450"
"Jack Leathersich","","0","0","4.80","0","1","0","1.0","1","1","0","1","1","1.54","8.90","5.36","5.00","0.0","0.0","12562"
"Trent Szkutnik","","0","0","4.60","0","1","0","1.0","1","1","0","1","0","1.46","7.97","4.27","4.80","0.0","0.0","sa709586"
"Angel De Jesus","DET","0","0","4.74","0","1","0","1.0","1","1","0","1","1","1.46","8.56","4.51","4.84","0.0","0.0","sa921876"
"Deck McGuire","","0","0","4.96","0","1","0","1.0","1","1","0","1","0","1.47","8.13","4.25","5.00","0.0","0.0","11596"
"Justin Shafer","","0","0","5.11","0","1","0","1.0","1","1","0","1","0","1.51","7.67","4.46","5.20","0.0","0.0","16132"
"Ryan Kellogg","CHC","0","0","4.67","0","1","0","1.0","1","1","0","1","0","1.48","7.10","4.00","4.83","0.0","0.0","sa658192"
"Andrew Hasler","CHW","0","0","4.68","0","1","0","1.0","1","1","0","1","0","1.42","7.38","3.42","4.80","0.0","0.0","sa876131"
"Adam Ravenelle","","0","0","4.82","0","1","0","1.0","1","1","0","1","0","1.47","8.21","4.30","4.85","0.0","0.0","sa602703"
"Dellin Betances","NYM","0","0","4.45","0","7","0","7.0","5","3","1","8","4","1.27","10.37","5.29","4.30","0.0","0.0","6216"
"Francisco Jimenez","","0","0","4.70","0","1","0","1.0","1","1","0","1","0","1.43","7.84","3.87","4.81","0.0","0.0","sa659658"
"Juan Martinez","","0","0","4.63","0","1","0","1.0","1","1","0","1","0","1.51","7.63","4.48","4.81","0.0","0.0","sa657740"
"Juan Mota","CLE","0","0","4.69","0","1","0","1.0","1","1","0","1","0","1.47","8.22","4.28","4.75","0.0","0.0","sa917387"
"Justin Ferrell","","0","0","4.70","0","1","0","1.0","1","1","0","1","1","1.51","8.65","4.91","4.81","0.0","0.0","sa829707"
"Kevin Lenik","","0","0","4.72","0","1","0","1.0","1","1","0","1","1","1.47","8.94","4.67","4.81","0.0","0.0","sa919332"
"Carter Capps","","0","0","4.97","0","1","0","1.0","1","1","0","1","0","1.50","7.34","4.13","5.01","0.0","0.0","12803"
"Charles Weickel","CIN","0","0","4.80","0","1","0","1.0","1","1","0","1","0","1.46","8.24","4.05","4.82","0.0","0.0","sa657871"
"Brandon Mann","","0","0","4.83","0","1","0","1.0","1","1","0","1","0","1.49","7.88","4.40","5.01","0.0","0.0","5172"
"Kirby Bellow","","0","0","4.58","0","1","0","1.0","1","1","0","1","1","1.53","8.18","4.98","4.81","0.0","0.0","sa549801"
"Emmanuel De Leon","","0","0","4.80","0","1","0","1.0","1","1","0","1","0","1.49","8.13","4.36","4.82","0.0","0.0","sa507213"
"Josh Roberson","MIA","0","0","4.67","0","1","0","1.0","1","1","0","1","1","1.55","7.49","4.95","4.83","0.0","0.0","sa3007721"
"Eric Stout","","0","0","4.84","0","1","0","1.0","1","1","0","1","0","1.47","7.80","4.12","5.02","0.0","0.0","16873"
"Gustavo Armas","","0","0","4.82","0","1","0","1.0","1","1","0","1","0","1.43","7.33","3.47","4.82","0.0","0.0","sa833631"
"Kelvin Gonzalez","TEX","0","0","4.70","0","1","0","1.0","1","1","0","1","0","1.47","8.75","4.42","4.74","0.0","0.0","sa920544"
"Jason Gurka","","0","0","4.72","0","1","0","1.0","1","1","0","1","0","1.44","6.94","3.60","5.00","0.0","0.0","8007"
"Daniel Martinez","OAK","0","0","4.62","0","1","0","1.0","1","1","0","1","1","1.47","8.16","4.58","4.79","0.0","0.0","sa3007734"
"Nolan Riggs","HOU","0","0","4.61","0","1","0","1.0","1","1","0","1","1","1.47","8.47","4.70","4.81","0.0","0.0","sa840024"
"Dan Slania","","0","0","4.95","0","1","0","1.0","1","1","0","1","0","1.44","7.87","3.81","5.02","0.0","0.0","15639"
"Matt Pobereyko","","0","0","4.73","0","1","0","1.0","1","1","0","1","0","1.45","8.82","4.47","4.82","0.0","0.0","sa921581"
"Brandon Lawson","HOU","0","0","4.63","0","1","0","1.0","1","1","0","1","0","1.46","6.45","3.63","4.81","0.0","0.0","sa918264"
"Tyler Mitzel","MIA","0","0","4.61","0","1","0","1.0","1","1","0","1","1","1.58","8.17","5.68","4.84","0.0","0.0","sa3007862"
"Lukas Schiraldi","","0","0","4.70","0","1","0","1.0","1","1","0","1","1","1.57","8.74","5.52","4.83","0.0","0.0","sa738692"
"Tanner Banks","CHW","0","0","4.55","0","1","0","1.0","1","1","0","1","0","1.37","6.74","2.89","4.83","0.0","0.0","sa829193"
"Devan Watts","","0","0","4.78","0","1","0","1.0","1","1","0","1","0","1.45","8.17","4.09","4.83","0.0","0.0","sa918361"
"Darwin Ramos","","0","0","4.72","0","1","0","1.0","1","1","0","1","0","1.50","7.52","4.38","4.83","0.0","0.0","sa737380"
"David Goforth","","0","0","4.95","0","1","0","1.0","1","1","0","1","0","1.44","7.59","3.77","5.03","0.0","0.0","12166"
"Ryan Moseley","LAD","0","0","4.60","0","1","0","1.0","1","1","0","1","1","1.60","7.14","5.18","4.81","0.0","0.0","sa738670"
"Eric Mock","CLE","0","0","4.79","0","1","0","1.0","1","1","0","1","0","1.45","8.03","3.95","4.77","0.0","0.0","sa3010367"
"Andrew Bellatti","MIA","0","0","4.90","0","1","0","1.0","1","1","0","1","0","1.43","8.42","3.83","5.01","0.0","0.0","10657"
"Trevor Lane","NYY","0","0","4.56","0","1","0","1.0","1","1","0","1","0","1.43","8.38","4.06","4.81","0.0","0.0","sa918196"
"Nick Goody","NYY","0","0","4.84","0","1","0","1.0","1","1","0","1","0","1.42","9.73","4.42","4.99","0.0","0.0","13685"
"Elvis Luciano","TOR","0","0","4.96","0","1","0","1.0","1","1","0","1","1","1.53","7.85","4.68","5.04","0.0","0.0","20632"
"Carson LaRue","HOU","0","0","4.65","0","1","0","1.0","1","1","0","1","0","1.37","8.00","3.50","4.82","0.0","0.0","sa918324"
"Denny Bentley","MIN","0","0","4.66","0","1","0","1.0","1","1","0","1","1","1.52","8.47","4.98","4.82","0.0","0.0","sa3007931"
"Edgar Garcia","CIN","0","0","4.91","0","1","0","1.0","1","1","0","1","1","1.51","9.70","5.11","4.95","0.0","0.0","19276"
"Yapson Gomez","","0","0","4.61","0","1","0","1.0","1","1","0","1","0","1.48","7.25","4.03","4.78","0.0","0.0","sa737676"
"Cole Uvila","TEX","0","0","4.65","0","1","0","1.0","1","1","0","1","1","1.47","9.64","4.95","4.76","0.0","0.0","sa3006804"
"Hunter Speer","LAD","0","0","4.73","0","1","0","1.0","1","1","0","1","1","1.50","8.72","4.74","4.81","0.0","0.0","sa3007970"
"Yennsy Diaz","NYM","0","0","3.21","0","8","0","8.0","5","3","1","8","4","1.27","9.84","5.20","4.21","0.0","0.1","20218"
"Ralston Cash","","0","0","4.77","0","1","0","1.0","1","1","0","1","1","1.47","9.08","4.74","4.84","0.0","0.0","sa548277"
"Nate Harris","COL","0","0","5.29","0","1","0","1.0","1","1","0","1","0","1.49","7.46","3.10","4.86","0.0","0.0","sa3004772"
"Patrick Krall","","0","0","4.70","0","1","0","1.0","1","1","0","1","0","1.48","7.24","3.95","4.84","0.0","0.0","sa918815"
"Parker Bridwell","","0","0","4.98","0","1","0","1.0","1","1","0","1","0","1.43","6.93","3.30","5.05","0.0","0.0","11502"
"Calvin Coker","OAK","0","0","4.64","0","1","0","1.0","1","1","0","1","0","1.42","7.93","4.01","4.82","0.0","0.0","sa3007932"
"Barrett Astin","","0","0","5.02","0","1","0","1.0","1","1","0","1","0","1.54","6.83","4.20","5.05","0.0","0.0","14812"
"Carlos Espinal","NYY","0","0","4.68","0","1","0","1.0","1","1","0","1","0","1.46","8.46","4.32","4.82","0.0","0.0","sa872567"
"Randy Pondler","","0","0","4.66","0","1","0","1.0","1","1","0","1","0","1.50","7.79","4.50","4.85","0.0","0.0","sa919219"
"Adam Bray","MIN","0","0","4.83","0","1","0","1.0","1","1","0","1","0","1.41","7.44","3.42","4.84","0.0","0.0","sa876116"
"Justin Camp","","0","0","4.74","0","1","0","1.0","1","1","0","1","0","1.50","7.93","4.50","4.85","0.0","0.0","sa919018"
"Carlos Ramirez","","0","0","4.81","0","1","0","1.0","1","1","0","1","0","1.47","7.77","4.43","5.02","0.0","0.0","11743"
"Austin Maddox","","0","0","5.13","0","1","0","1.0","1","1","0","1","0","1.48","7.90","4.00","5.02","0.0","0.0","14241"
"Simon Mathews","LAA","0","0","4.60","0","1","0","1.0","1","1","0","1","0","1.49","7.49","4.36","4.83","0.0","0.0","sa915665"
"Andres Sotillet","KCR","0","0","4.92","0","1","0","1.0","1","1","0","1","0","1.52","6.53","4.07","4.91","0.0","0.0","sa917861"
"Chase Whitley","","0","0","5.02","0","1","0","1.0","1","1","0","1","0","1.44","6.86","3.32","5.05","0.0","0.0","10982"
"Kyle Wilcox","SEA","0","0","4.55","0","1","0","1.0","1","1","0","1","1","1.53","9.79","5.96","4.87","0.0","0.0","sa857699"
"Jose Ramirez","","0","0","5.05","0","1","0","1.0","1","1","0","1","0","1.50","8.07","4.46","5.06","0.0","0.0","10171"
"Austin House","","0","0","4.80","0","1","0","1.0","1","1","0","1","0","1.49","7.97","4.36","4.86","0.0","0.0","sa502193"
"Ismael Aquino","KCR","0","0","4.83","0","1","0","1.0","1","1","0","1","1","1.58","8.05","5.41","4.91","0.0","0.0","sa3003104"
"Yefri Del Rosario","KCR","0","0","4.88","0","1","0","1.0","1","1","0","1","0","1.49","7.77","4.33","4.91","0.0","0.0","sa3002971"
"Rookie Davis","","0","0","5.06","0","1","0","1.0","1","1","0","1","0","1.48","7.35","3.79","5.06","0.0","0.0","14962"
"Hector Perez","CIN","0","0","4.88","0","1","0","1.0","1","1","0","1","1","1.53","9.37","5.30","4.97","0.0","0.0","18592"
"Fitzpatrick Stadler","TOR","0","0","4.72","0","1","0","1.0","1","1","0","1","1","1.53","7.50","4.67","4.87","0.0","0.0","sa876081"
"Bryan Baker","TOR","0","0","4.70","0","1","0","1.0","1","1","0","1","1","1.52","9.65","5.58","4.87","0.0","0.0","sa739000"
"Oddy Nunez","PIT","0","0","4.66","0","1","0","1.0","1","1","0","1","1","1.56","7.22","4.80","4.84","0.0","0.0","sa874248"
"Juliandry Higuera","","0","0","4.67","0","1","0","1.0","1","1","0","1","1","1.54","8.05","4.91","4.87","0.0","0.0","sa737329"
"Buddy Baumann","","0","0","4.90","0","1","0","1.0","1","1","0","1","1","1.52","8.07","4.67","5.07","0.0","0.0","9309"
"Collin Snider","KCR","0","0","4.93","0","1","0","1.0","1","1","0","1","0","1.52","5.94","3.70","4.92","0.0","0.0","sa3004093"
"Carlos Hernandez","SEA","0","0","4.65","0","1","0","1.0","1","1","0","1","0","1.45","8.18","4.36","4.89","0.0","0.0","sa828356"
"Cale Coshow","DET","0","0","4.84","0","1","0","1.0","1","1","0","1","1","1.51","8.27","4.71","4.91","0.0","0.0","sa738313"
"Jordan Foley","","0","0","4.76","0","1","0","1.0","1","1","0","1","1","1.49","8.39","4.64","4.87","0.0","0.0","sa599323"
"Zach Draper","CLE","0","0","4.64","0","1","0","1.0","1","1","0","1","0","1.50","7.26","4.15","4.82","0.0","0.0","sa3004355"
"Karsen Lindell","","0","0","4.81","0","1","0","1.0","1","1","0","1","1","1.56","9.50","5.59","4.89","0.0","0.0","sa875227"
"Joshua Martin","","0","0","4.79","0","1","0","1.0","1","1","0","1","1","1.51","9.18","5.15","4.88","0.0","0.0","sa599246"
"Wyatt Burns","","0","0","4.80","0","1","0","1.0","1","1","0","1","0","1.53","7.23","4.39","4.88","0.0","0.0","sa3006776"
"Brian Duensing","","0","0","4.90","0","1","0","1.0","1","1","0","1","0","1.53","6.91","4.30","5.08","0.0","0.0","4064"
"Jose Nin","","0","0","4.81","0","1","0","1.0","1","1","0","1","0","1.51","7.54","4.38","4.88","0.0","0.0","sa828548"
"Edward Mujica","","0","0","5.04","0","1","0","1.0","1","1","0","1","0","1.40","6.71","2.83","5.08","0.0","0.0","3970"
"Hunter Stratton","PIT","0","0","4.71","0","1","0","1.0","1","1","0","1","1","1.56","8.77","5.54","4.86","0.0","0.0","sa3004216"
"Ryan Clark","LAA","0","0","4.65","0","1","0","1.0","1","1","0","1","0","1.41","8.80","4.19","4.86","0.0","0.0","sa875057"
"Jairo Diaz","COL","0","0","4.88","0","3","0","3.0","3","1","0","3","1","1.50","8.76","4.10","4.50","0.0","0.0","12774"
"Luis Martinez","","0","0","4.79","0","1","0","1.0","1","1","0","1","0","1.46","8.39","4.36","4.88","0.0","0.0","sa830305"
"Michael Johnson","","0","0","4.73","0","1","0","1.0","1","1","0","1","0","1.49","7.50","4.15","4.89","0.0","0.0","sa709717"
"Manuel Barreda","BAL","0","0","4.73","0","1","0","1.0","1","1","0","1","0","1.43","7.44","3.80","4.98","0.0","0.0","sa390658"
"Tyler Wagner","","0","0","5.02","0","1","0","1.0","1","1","0","1","0","1.49","6.23","3.53","5.09","0.0","0.0","13796"
"Brian Shaffer","TBR","0","0","4.65","0","1","0","1.0","1","1","0","1","0","1.34","7.51","3.18","4.91","0.0","0.0","sa915633"
"Henry Martinez","DET","0","0","4.87","0","1","0","1.0","1","1","0","1","0","1.50","7.62","4.32","4.93","0.0","0.0","sa828216"
"Matt Whitehouse","","0","0","4.70","0","1","0","1.0","1","1","0","1","1","1.48","8.24","4.54","4.89","0.0","0.0","sa738202"
"Corey Copping","","0","0","4.80","0","1","0","1.0","1","1","0","1","1","1.50","8.72","4.86","4.89","0.0","0.0","sa875831"
"Heath Fillmyer","CLE","0","0","5.04","0","1","0","1.0","1","1","0","1","0","1.48","7.39","3.87","5.03","0.0","0.0","17466"
"Lindsey Caughel","","0","0","4.89","0","1","0","1.0","1","1","0","1","0","1.41","7.83","3.47","4.89","0.0","0.0","sa578783"
"John Russell","SFG","0","0","4.81","0","1","0","1.0","1","1","0","1","1","1.59","8.33","5.56","4.87","0.0","0.0","sa3004771"
"Thomas Hackimer","MIN","0","0","4.78","0","1","0","1.0","1","1","0","1","1","1.51","8.72","5.01","4.88","0.0","0.0","sa872726"
"Miguel Figueroa","","0","0","4.67","0","1","0","1.0","1","1","0","1","1","1.50","8.69","5.02","4.88","0.0","0.0","sa3007781"
"Ryne Inman","SEA","0","0","4.64","0","1","0","1.0","1","1","0","1","0","1.41","8.84","4.37","4.92","0.0","0.0","sa875696"
"Ty Boyles","","0","0","4.71","0","1","0","1.0","1","1","0","1","0","1.50","7.89","4.50","4.90","0.0","0.0","sa737945"
"Matt Walker","","0","0","4.82","0","1","0","1.0","1","1","0","1","0","1.50","7.85","4.49","4.90","0.0","0.0","sa876264"
"Adam Warren","NYY","0","0","4.97","0","1","0","1.0","1","1","0","1","0","1.47","7.89","3.86","5.07","0.0","0.0","9029"
"Heath Holder","COL","0","0","5.25","0","1","0","1.0","1","1","0","1","0","1.46","8.80","3.61","4.92","0.0","0.0","sa602623"
"Justin Kamplain","","0","0","4.65","0","1","0","1.0","1","1","0","1","1","1.48","8.55","4.53","4.88","0.0","0.0","sa599231"
"Josh Mitchell","MIN","0","0","4.78","0","1","0","1.0","1","1","0","1","0","1.47","7.62","4.04","4.89","0.0","0.0","sa3004108"
"Nicholas Kennedy","COL","0","0","5.22","0","1","0","1.0","1","1","0","1","0","1.55","7.69","3.94","4.92","0.0","0.0","sa3004987"
"Esmerling De La Rosa","","0","0","4.87","0","1","0","1.0","1","1","0","1","0","1.45","7.43","3.68","4.90","0.0","0.0","sa550547"
"Brody Rodning","TOR","0","0","4.65","0","1","0","1.0","1","1","0","1","0","1.49","7.59","4.39","4.91","0.0","0.0","sa3004591"
"Brett Hanewich","","0","0","4.72","0","1","0","1.0","1","1","0","1","1","1.60","8.83","5.89","4.91","0.0","0.0","sa874149"
"Jacob Lemoine","TEX","0","0","4.73","0","1","0","1.0","1","1","0","1","1","1.52","7.71","4.51","4.82","0.0","0.0","sa658610"
"Sean Isaac","","0","0","4.85","0","1","0","1.0","1","1","0","1","1","1.47","9.20","4.79","4.91","0.0","0.0","sa918944"
"Donald Jeter","","0","0","4.80","0","1","0","1.0","1","1","0","1","1","1.47","8.56","4.53","4.91","0.0","0.0","sa738369"
"Marcus Crescentini","","0","0","4.83","0","1","0","1.0","1","1","0","1","1","1.49","8.93","4.82","4.91","0.0","0.0","sa875843"
"Alex Phillips","MIN","0","0","4.89","0","1","0","1.0","1","1","0","1","0","1.45","8.45","4.14","4.90","0.0","0.0","sa3008595"
"Blake Bass","TEX","0","0","4.74","0","1","0","1.0","1","1","0","1","0","1.49","7.81","4.27","4.83","0.0","0.0","sa875190"
"Michael Ynoa","","0","0","5.02","0","1","0","1.0","1","1","0","1","1","1.53","8.07","4.74","5.11","0.0","0.0","14093"
"Michael Roth","","0","0","4.97","0","1","0","1.0","1","1","0","1","0","1.50","6.54","3.77","5.11","0.0","0.0","13736"
"Brandon Cumpton","","0","0","5.09","0","1","0","1.0","1","1","0","1","0","1.51","6.19","3.63","5.11","0.0","0.0","11366"
"Robert Harris","TOR","0","0","4.83","0","1","0","1.0","1","1","0","1","1","1.47","8.84","4.57","4.92","0.0","0.0","sa876068"
"Seth McGarry","","0","0","4.84","0","1","0","1.0","1","1","0","1","1","1.53","7.45","4.51","4.91","0.0","0.0","sa857614"
"Bryan Harper","","0","0","4.73","0","1","0","1.0","1","1","0","1","1","1.52","8.30","4.85","4.91","0.0","0.0","sa549768"
"Andrew Beckwith","","0","0","4.92","0","1","0","1.0","1","1","0","1","0","1.50","6.97","4.09","4.97","0.0","0.0","sa3004206"
"Jonathan Fennell","COL","0","0","5.32","0","1","0","1.0","1","1","0","1","1","1.59","8.38","4.58","4.93","0.0","0.0","sa3007811"
"Michael Brady","","0","0","5.07","0","1","0","1.0","1","1","0","1","0","1.39","6.89","2.80","5.12","0.0","0.0","8461"
"Murphy Smith","","0","0","5.09","0","1","0","1.0","1","1","0","1","0","1.50","6.92","3.85","5.12","0.0","0.0","9812"
"Sven Schuller","","0","0","4.85","0","1","0","1.0","1","1","0","1","0","1.51","7.06","4.15","4.92","0.0","0.0","sa837843"
"Louis Coleman","","0","0","4.99","0","1","0","1.0","1","1","0","1","0","1.51","7.53","4.34","5.12","0.0","0.0","9720"
"Joshua Simpson","MIA","0","0","4.58","0","1","0","1.0","1","1","0","1","1","1.61","7.76","5.80","4.93","0.0","0.0","sa1053035"
"Hunter Martin","","0","0","4.87","0","1","0","1.0","1","1","0","1","1","1.53","8.25","4.88","4.93","0.0","0.0","sa873266"
"Tyler Erwin","BAL","0","0","4.65","0","1","0","1.0","1","1","0","1","1","1.51","7.61","4.69","5.02","0.0","0.0","sa918535"
"Evan Kruczynski","STL","0","0","4.15","0","3","0","3.0","2","1","0","2","1","1.39","8.24","3.93","4.42","0.0","0.1","sa3004341"
"Matthew Willrodt","SEA","0","0","4.66","0","1","0","1.0","1","1","0","1","1","1.47","7.95","4.54","4.95","0.0","0.0","sa3007478"
"Wyatt Strahan","","0","0","4.86","0","1","0","1.0","1","1","0","1","0","1.51","7.00","4.13","4.93","0.0","0.0","sa599334"
"Brayden Bouchey","","0","0","4.83","0","1","0","1.0","1","1","0","1","1","1.51","8.67","4.96","4.93","0.0","0.0","sa918925"
"Nathan Ocker","CLE","0","0","4.91","0","1","0","1.0","1","1","0","1","0","1.44","8.79","4.10","4.87","0.0","0.0","sa3009983"
"Joseph Kuzia","TEX","0","0","4.76","0","1","0","1.0","1","1","0","1","0","1.51","7.64","4.37","4.85","0.0","0.0","sa3002715"
"Wirfin Obispo","","0","0","4.80","0","1","0","1.0","1","1","0","1","1","1.52","8.00","4.76","4.93","0.0","0.0","sa530473"
"Alexander FaGalde","STL","0","0","4.77","0","1","0","1.0","1","1","0","1","0","1.41","7.70","3.77","4.96","0.0","0.0","sa3004602"
"Kazuhisa Makita","","0","0","5.12","0","1","0","1.0","1","1","0","1","0","1.42","6.90","3.07","5.14","0.0","0.0","19757"
"Mitchell Stumpo","ARI","0","0","4.94","0","1","0","1.0","1","1","0","1","1","1.61","7.65","5.28","4.93","0.0","0.0","sa3011585"
"Jon Malmin","","0","0","4.74","0","1","0","1.0","1","1","0","1","1","1.57","8.31","5.33","4.94","0.0","0.0","sa3002745"
"Zack Segovia","","0","0","5.04","0","1","0","1.0","1","1","0","1","1","1.57","7.96","5.09","5.14","0.0","0.0","8742"
"Maxwell Green","DET","0","0","4.77","0","1","0","1.0","1","1","0","1","0","1.50","7.03","4.22","4.98","0.0","0.0","sa3004092"
"Daniel Dopico","CHW","0","0","4.70","0","1","0","1.0","1","1","0","1","1","1.54","8.95","5.46","4.94","0.0","0.0","sa875346"
"Chris Heston","","0","0","5.13","0","1","0","1.0","1","1","0","1","0","1.50","6.67","3.64","5.14","0.0","0.0","10302"
"Blake Workman","ARI","0","0","4.94","0","1","0","1.0","1","1","0","1","1","1.54","7.77","4.74","4.94","0.0","0.0","sa3007856"
"Jefferson Medina","","0","0","4.79","0","1","0","1.0","1","1","0","1","1","1.56","7.54","4.90","4.94","0.0","0.0","sa656038"
"Tanner Chleborad","","0","0","4.84","0","1","0","1.0","1","1","0","1","0","1.47","7.16","3.92","5.03","0.0","0.0","sa599273"
"Emilio Ogando","","0","0","4.81","0","1","0","1.0","1","1","0","1","0","1.50","7.42","4.48","5.00","0.0","0.0","sa829049"
"Calvin Faucher","MIN","0","0","4.83","0","1","0","1.0","1","1","0","1","1","1.56","8.10","5.17","4.93","0.0","0.0","sa3004013"
"Joe Blanton","","0","0","5.21","0","1","0","1.0","1","1","0","1","0","1.43","7.36","3.20","5.15","0.0","0.0","4849"
"Miguel Figueroa","CIN","0","0","4.94","0","1","0","1.0","1","1","0","1","1","1.54","8.97","5.06","4.96","0.0","0.0","sa916836"
"Ryder Ryan","TEX","0","0","4.83","0","1","0","1.0","1","1","0","1","0","1.48","8.82","4.48","4.86","0.0","0.0","sa829853"
"Franklin Van Gurp","","0","0","4.83","0","1","0","1.0","1","1","0","1","1","1.53","8.88","5.27","4.95","0.0","0.0","sa3004709"
"Wladimir Pinto","DET","0","0","4.85","0","1","0","1.0","1","1","0","1","1","1.53","8.99","5.40","4.99","0.0","0.0","sa871482"
"Tyler Danish","LAA","0","0","4.93","0","1","0","1.0","1","1","0","1","0","1.51","6.82","4.03","5.13","0.0","0.0","15126"
"Pearson McMahan","WSN","0","0","4.93","0","1","0","1.0","1","1","0","1","0","1.51","7.96","4.47","4.98","0.0","0.0","sa918461"
"Brett Graves","OAK","0","0","4.91","0","1","0","1.0","1","1","0","1","1","1.55","7.12","4.80","5.12","0.0","0.0","16218"
"Dalbert Siri","CLE","0","0","4.82","0","1","0","1.0","1","1","0","1","1","1.53","8.94","5.18","4.89","0.0","0.0","sa873148"
"Andrew Perez","CHW","0","0","4.63","0","1","0","1.0","1","1","0","1","1","1.47","8.86","4.79","4.95","0.0","0.0","sa3006640"
"Kevin Jepsen","","0","0","5.12","0","1","0","1.0","1","1","0","1","0","1.49","7.42","3.99","5.15","0.0","0.0","6475"
"Edubray Ramos","TEX","0","0","5.03","0","1","0","1.0","1","1","0","1","0","1.45","8.04","3.85","5.07","0.0","0.0","16086"
